061.wav,Sad,,Noisy,,,Hard to say
062.wav,Angry,,Good,,,Similar speaker
062.wav,Neutral,,Good,,,Same speaker
062.wav,Neutral,,Bad,,,Different speakers
062.wav,Happy,,Fair,,,Similar speaker
062.wav,Happy,,,Excellent,Same speaker,
062.wav,Sad,,Fair,,,Same speaker
062.wav,Happy,,Good,,,Hard to say
062.wav,,Angry,,Fair,,Hard to say
062.wav,Angry,,Noisy,,,Hard to say
062.wav,,Sad,,Fair,Similar speaker,
063.wav,Happy,,Noisy,,,Same speaker
063.wav,Neutral,,Fair,,,Same speaker
063.wav,Happy,,Noisy,,,Different speakers
063.wav,,Sad,Bad,,,Hard to say
063.wav,Happy,,Fair,,,Hard to say
063.wav,Angry,,Noisy,,,Same speaker
063.wav,Happy,,Excellent,,,Same speaker
063.wav,Neutral,,Fair,,,Hard to say
063.wav,,Angry,,Noisy,,Same speaker
063.wav,Neutral,,Fair,,,Similar speaker
064.wav,Happy,,,Excellent,Same speaker,
064.wav,Sad,,Good,,,Same speaker
064.wav,Happy,,Noisy,,,Similar speaker
064.wav,Neutral,,Noisy,,,Same speaker
064.wav,Happy,,Good,,,Similar speaker
064.wav,Neutral,,,Excellent,Same speaker,
064.wav,Angry,,Excellent,,,Same speaker
064.wav,Neutral,,Good,,,Same speaker
064.wav,Angry,,Good,,,Same speaker
064.wav,Neutral,,,Fair,Hard to say,
065.wav,Happy,,Excellent,,,Same speaker
065.wav,Happy,,,Excellent,Same speaker,
065.wav,Sad,,Bad,,,Similar speaker
065.wav,Happy,,Good,,,Hard to say
065.wav,Happy,,,Good,Hard to say,
065.wav,Happy,,Excellent,,,Same speaker
065.wav,,Happy,,Noisy,,Same speaker
065.wav,Happy,,Excellent,,,Same speaker
065.wav,Happy,,Noisy,,,Same speaker
065.wav,Happy,,Noisy,,,Similar speaker
066.wav,Neutral,,Good,,,Same speaker
066.wav,Happy,,Good,,,Same speaker
066.wav,Neutral,,Bad,,,Same speaker
066.wav,,Neutral,,Noisy,,Hard to say
066.wav,Neutral,,Good,,,Similar speaker
066.wav,Happy,,Fair,,,Same speaker
066.wav,Neutral,,Noisy,,,Same speaker
066.wav,Angry,,Noisy,,,Similar speaker
066.wav,Neutral,,Fair,,,Same speaker
066.wav,Neutral,,Good,,,Similar speaker
067.wav,,Neutral,Noisy,,,Same speaker
067.wav,Happy,,Good,,,Same speaker
067.wav,,Neutral,Fair,,,Different speakers
067.wav,,Neutral,,Fair,,Same speaker
067.wav,,Happy,,Excellent,,Same speaker
067.wav,Neutral,,Fair,,,Same speaker
067.wav,Neutral,,Good,,,Same speaker
067.wav,Neutral,,Good,,,Hard to say
067.wav,Angry,,Fair,,,Same speaker
067.wav,Neutral,,,Good,Same speaker,
068.wav,Sad,,Fair,,,Similar speaker
068.wav,Happy,,,Excellent,Same speaker,
068.wav,,Happy,Bad,,,Hard to say
068.wav,Happy,,Good,,,Hard to say
068.wav,Happy,,Good,,,Same speaker
068.wav,Happy,,Fair,,,Different speakers
068.wav,Happy,,Good,,,Same speaker
068.wav,Happy,,Good,,,Same speaker
068.wav,Neutral,,Fair,,,Similar speaker
068.wav,Neutral,,Fair,,,Same speaker
069.wav,Happy,,,Excellent,Same speaker,
069.wav,Neutral,,,Noisy,Different speakers,
069.wav,,Neutral,Good,,Same speaker,
069.wav,Neutral,,Good,,,Same speaker
069.wav,Happy,,Fair,,,Same speaker
069.wav,Happy,,Good,,,Similar speaker
069.wav,Happy,,Good,,,Hard to say
069.wav,Happy,,Fair,,,Similar speaker
069.wav,,Neutral,Noisy,,,Hard to say
069.wav,Neutral,,Noisy,,,Similar speaker
070.wav,Neutral,,Fair,,,Similar speaker
070.wav,Happy,,,Good,Same speaker,
070.wav,Neutral,,Bad,,,Different speakers
070.wav,Sad,,Bad,,,Same speaker
070.wav,Happy,,Good,,,Same speaker
070.wav,Neutral,,Excellent,,,Same speaker
070.wav,Happy,,,Good,Same speaker,
070.wav,Happy,,Fair,,,Same speaker
070.wav,Happy,,Fair,,,Different speakers
070.wav,Happy,,Fair,,,Same speaker
071.wav,Angry,,,Good,Same speaker,
071.wav,Angry,,Excellent,,,Same speaker
071.wav,,Neutral,,Good,,Similar speaker
071.wav,,Angry,,Good,,Same speaker
071.wav,Neutral,,,Fair,Different speakers,
071.wav,Angry,,,Excellent,Same speaker,
071.wav,Angry,,Good,,,Same speaker
071.wav,Neutral,,Good,,,Same speaker
071.wav,Neutral,,Good,,,Similar speaker
071.wav,Neutral,,Fair,,,Hard to say
072.wav,Happy,,Excellent,,,Same speaker
072.wav,Happy,,Fair,,,Similar speaker
072.wav,Happy,,Good,,,Same speaker
072.wav,Neutral,,Good,,,Same speaker
072.wav,Happy,,Good,,,Similar speaker
072.wav,Happy,,Good,,,Different speakers
072.wav,Happy,,Fair,,,Different speakers
072.wav,Happy,,Good,,,Same speaker
072.wav,Neutral,,,Fair,Similar speaker,
072.wav,,Happy,,Fair,,Same speaker
073.wav,Happy,,,Excellent,Same speaker,
073.wav,Angry,,Fair,,,Same speaker
073.wav,Neutral,,Good,,,Same speaker
073.wav,Happy,,Good,,,Same speaker
073.wav,Happy,,Noisy,,,Similar speaker
073.wav,Happy,,Noisy,,,Different speakers
073.wav,Neutral,,Good,,,Similar speaker
073.wav,,Neutral,,Good,,Hard to say
073.wav,Neutral,,Fair,,,Same speaker
073.wav,Neutral,,Noisy,,,Hard to say
074.wav,,Happy,,Good,Hard to say,
074.wav,Happy,,Good,,,Similar speaker
074.wav,,Neutral,Excellent,,,Same speaker
074.wav,Happy,,Noisy,,,Similar speaker
074.wav,,Happy,,Good,,Same speaker
074.wav,Neutral,,Bad,,,Same speaker
074.wav,Happy,,,Good,Same speaker,
074.wav,,Neutral,Noisy,,,Different speakers
074.wav,Neutral,,Fair,,,Hard to say
074.wav,,Happy,,Good,,Same speaker
075.wav,Neutral,,Fair,,,Same speaker
075.wav,Sad,,Noisy,,,Similar speaker
075.wav,Neutral,,,Good,Same speaker,
075.wav,Happy,,Good,,,Same speaker
075.wav,Neutral,,,Good,Same speaker,
075.wav,Angry,,Good,,,Similar speaker
075.wav,Angry,,,Fair,,Similar speaker
075.wav,Neutral,,,Good,Same speaker,
075.wav,Happy,,,Fair,Same speaker,
075.wav,Neutral,,,Fair,Similar speaker,
076.wav,Happy,,,Good,Same speaker,
076.wav,Happy,,Fair,,,Similar speaker
076.wav,Happy,,,Excellent,Same speaker,
076.wav,Neutral,,Noisy,,,Hard to say
076.wav,Sad,,,Noisy,,Hard to say
076.wav,Happy,,Fair,,,Hard to say
076.wav,Neutral,,,Fair,Similar speaker,
076.wav,Neutral,,Fair,,,Same speaker
076.wav,Neutral,,Good,,,Same speaker
076.wav,Neutral,,Noisy,,,Same speaker
077.wav,Angry,,Noisy,,,Same speaker
077.wav,Angry,,Good,,,Same speaker
077.wav,,Angry,,Noisy,,Same speaker
077.wav,Angry,,Noisy,,,Same speaker
077.wav,Angry,,Excellent,,,Same speaker
077.wav,Happy,,Noisy,,,Similar speaker
077.wav,Neutral,,Good,,,Hard to say
077.wav,Sad,,Fair,,,Different speakers
077.wav,Angry,,Excellent,,,Similar speaker
077.wav,Angry,,Good,,,Same speaker
078.wav,Happy,,,Excellent,Same speaker,
078.wav,Angry,,,Noisy,Same speaker,
078.wav,Happy,,Good,,,Same speaker
078.wav,Happy,,,Good,Same speaker,
078.wav,Sad,,Bad,,,Hard to say
078.wav,Happy,,Good,,,Same speaker
078.wav,Neutral,,Fair,,,Hard to say
078.wav,Angry,,Good,,,Similar speaker
078.wav,,Angry,,Noisy,,Same speaker
078.wav,,Happy,Good,,Same speaker,
079.wav,,Happy,,Good,,Same speaker
079.wav,,Neutral,Fair,,Different speakers,
079.wav,Happy,,Good,,,Similar speaker
079.wav,Happy,,Fair,,,Hard to say
079.wav,Happy,,Fair,,,Similar speaker
079.wav,Happy,,,Good,Same speaker,
079.wav,Happy,,Bad,,,Similar speaker
079.wav,Happy,,Good,,,Same speaker
079.wav,Neutral,,,Bad,Hard to say,
079.wav,Happy,,Fair,,,Similar speaker
080.wav,Sad,,Bad,,,Same speaker
080.wav,Angry,,Excellent,,,Same speaker
080.wav,Angry,,Noisy,,,Same speaker
080.wav,Happy,,,Bad,Similar speaker,
080.wav,Angry,,Noisy,,,Similar speaker
080.wav,Sad,,Good,,,Same speaker
080.wav,Angry,,Good,,,Same speaker
080.wav,Happy,,Excellent,,,Hard to say
080.wav,,Angry,,Noisy,,Same speaker
080.wav,Angry,,,Excellent,Same speaker,
081.wav,Sad,,Bad,,,Different speakers
081.wav,Neutral,,Bad,,,Same speaker
081.wav,Neutral,,Good,,,Similar speaker
081.wav,,Neutral,Fair,,,Similar speaker
081.wav,Sad,,Fair,,,Hard to say
081.wav,Angry,,Noisy,,,Same speaker
081.wav,Neutral,,Noisy,,,Same speaker
081.wav,Neutral,,Bad,,,Hard to say
081.wav,Neutral,,,Bad,Different speakers,
081.wav,Happy,,Fair,,,Different speakers
082.wav,Sad,,Good,,,Same speaker
082.wav,,Happy,,Good,,Similar speaker
082.wav,Neutral,,Good,,,Similar speaker
082.wav,Happy,,Fair,,,Same speaker
082.wav,Happy,,Noisy,,,Same speaker
082.wav,Neutral,,Noisy,,,Hard to say
082.wav,Happy,,Good,,,Same speaker
082.wav,,Angry,,Noisy,,Same speaker
082.wav,Angry,,Bad,,,Same speaker
082.wav,Happy,,,Noisy,Same speaker,
083.wav,,Happy,Good,,,Similar speaker
083.wav,Happy,,Excellent,,,Same speaker
083.wav,Happy,,Good,,,Same speaker
083.wav,Happy,,Excellent,,,Same speaker
083.wav,,Happy,,Noisy,,Same speaker
083.wav,Happy,,Fair,,,Same speaker
083.wav,Happy,,Fair,,,Same speaker
083.wav,Happy,,Fair,,,Same speaker
083.wav,Neutral,,Good,,,Similar speaker
083.wav,Happy,,Good,,,Similar speaker
084.wav,Happy,,Excellent,,,Same speaker
084.wav,Happy,,Noisy,,,Same speaker
084.wav,Neutral,,Fair,,,Similar speaker
084.wav,Happy,,Good,,,Same speaker
084.wav,Happy,,,Noisy,Different speakers,
084.wav,Happy,,,Excellent,Same speaker,
084.wav,Happy,,Noisy,,,Different speakers
084.wav,,Neutral,Good,,Similar speaker,
084.wav,Happy,,Fair,,,Similar speaker
084.wav,Happy,,,Good,Same speaker,
085.wav,Sad,,Fair,,,Hard to say
085.wav,,Happy,Fair,,,Similar speaker
085.wav,Neutral,,Fair,,,Different speakers
085.wav,Happy,,Fair,,,Same speaker
085.wav,Angry,,,Noisy,Hard to say,
085.wav,,Happy,,Excellent,,Same speaker
085.wav,Neutral,,Good,,,Different speakers
085.wav,Sad,,Good,,,Similar speaker
085.wav,Neutral,,,Excellent,Same speaker,
085.wav,Happy,,Fair,,,Same speaker
086.wav,Happy,,Good,,,Hard to say
086.wav,Happy,,Good,,,Similar speaker
086.wav,Happy,,Fair,,,Same speaker
086.wav,Angry,,Good,,,Similar speaker
086.wav,Happy,,Noisy,,,Same speaker
086.wav,Happy,,Noisy,,,Same speaker
086.wav,Happy,,Excellent,,,Same speaker
086.wav,Happy,,Good,,,Similar speaker
086.wav,Neutral,,Noisy,,,Hard to say
086.wav,Happy,,Excellent,,,Similar speaker
087.wav,Happy,,Good,,,Hard to say
087.wav,Happy,,Good,,,Same speaker
087.wav,,Happy,Fair,,,Same speaker
087.wav,Happy,,Good,,,Same speaker
087.wav,Neutral,,Good,,,Same speaker
087.wav,,Happy,,Excellent,,Same speaker
087.wav,Happy,,,Good,Same speaker,
087.wav,Happy,,,Fair,Same speaker,
087.wav,Neutral,,Fair,,,Same speaker
087.wav,Neutral,,Noisy,,,Similar speaker
088.wav,Happy,,,Good,Same speaker,
088.wav,Sad,,Good,,,Same speaker
088.wav,Neutral,,,Fair,Same speaker,
088.wav,Sad,,Fair,,,Same speaker
088.wav,,Angry,,Good,,Same speaker
088.wav,Neutral,,Good,,,Similar speaker
088.wav,Neutral,,Good,,,Similar speaker
088.wav,,Sad,Bad,,,Same speaker
088.wav,Angry,,Good,,,Same speaker
088.wav,Angry,,Good,,,Same speaker
089.wav,Happy,,Fair,,,Hard to say
089.wav,,Happy,,Fair,,Same speaker
089.wav,Neutral,,Fair,,,Similar speaker
089.wav,Happy,,Good,,,Same speaker
089.wav,Neutral,,Good,,,Similar speaker
089.wav,,Happy,,Good,Same speaker,
089.wav,Happy,,Good,,,Similar speaker
089.wav,Happy,,Good,,,Same speaker
089.wav,Happy,,Good,,,Same speaker
089.wav,,Neutral,Noisy,,,Similar speaker
090.wav,Happy,,Fair,,,Same speaker
090.wav,Happy,,Fair,,,Similar speaker
090.wav,Angry,,,Bad,Different speakers,
090.wav,Happy,,Noisy,,,Same speaker
090.wav,Angry,,,Good,Same speaker,
090.wav,Happy,,Noisy,,,Hard to say
090.wav,Angry,,Bad,,,Different speakers
090.wav,Happy,,Fair,,,Same speaker
090.wav,Sad,,Noisy,,,Hard to say
090.wav,Angry,,Noisy,,,Same speaker
091.wav,Angry,,Fair,,,Same speaker
091.wav,Happy,,Noisy,,,Different speakers
091.wav,Neutral,,,Noisy,Same speaker,
091.wav,Angry,,Good,,,Same speaker
091.wav,Neutral,,,Fair,Same speaker,
091.wav,Neutral,,Noisy,,,Different speakers
091.wav,Neutral,,Good,,,Similar speaker
091.wav,Neutral,,Good,,,Same speaker
091.wav,Neutral,,Noisy,,,Similar speaker
091.wav,Neutral,,Noisy,,,Same speaker
092.wav,Happy,,Good,,,Same speaker
092.wav,Angry,,Noisy,,,Same speaker
092.wav,Happy,,Good,,,Same speaker
092.wav,Neutral,,Fair,,,Hard to say
092.wav,,Angry,,Fair,,Same speaker
092.wav,Happy,,Noisy,,,Different speakers
092.wav,Happy,,Fair,,,Similar speaker
092.wav,Happy,,,Bad,Same speaker,
092.wav,Angry,,,Good,Same speaker,
092.wav,Sad,,Bad,,,Same speaker
093.wav,Angry,,,Noisy,Same speaker,
093.wav,Happy,,Noisy,,,Same speaker
093.wav,Angry,,Noisy,,,Different speakers
093.wav,Neutral,,Good,,,Similar speaker
093.wav,Angry,,Noisy,,,Same speaker
093.wav,Happy,,Noisy,,,Same speaker
093.wav,Angry,,Noisy,,,Similar speaker
093.wav,Angry,,,Good,Same speaker,
093.wav,Angry,,Noisy,,,Similar speaker
093.wav,Neutral,,,Noisy,Similar speaker,
094.wav,Neutral,,Fair,,,Same speaker
094.wav,Angry,,Fair,,,Same speaker
094.wav,Angry,,,Good,Same speaker,
094.wav,Happy,,Fair,,,Similar speaker
094.wav,,Happy,,Excellent,,Same speaker
094.wav,Happy,,Noisy,,,Same speaker
094.wav,Neutral,,,Good,Same speaker,
094.wav,,Neutral,,Good,,Same speaker
094.wav,Angry,,Good,,,Same speaker
094.wav,,Angry,,Noisy,,Same speaker
095.wav,Neutral,,Excellent,,,Similar speaker
095.wav,Neutral,,,Good,Same speaker,
095.wav,Neutral,,Good,,,Similar speaker
095.wav,Happy,,Noisy,,,Same speaker
095.wav,,Happy,,Excellent,,Same speaker
095.wav,Sad,,Bad,,,Same speaker
095.wav,,Happy,,Good,,Same speaker
095.wav,Angry,,Good,,,Same speaker
095.wav,Happy,,,Fair,Different speakers,
095.wav,Happy,,,Good,Same speaker,
096.wav,Happy,,Noisy,,,Hard to say
096.wav,Neutral,,Noisy,,,Same speaker
096.wav,Happy,,Noisy,,,Hard to say
096.wav,Neutral,,,Good,Same speaker,
096.wav,Neutral,,Noisy,,,Hard to say
096.wav,Happy,,Fair,,,Hard to say
096.wav,Neutral,,Noisy,,,Same speaker
096.wav,Neutral,,,Good,,Different speakers
096.wav,Happy,,Fair,,,Same speaker
096.wav,Happy,,Fair,,,Similar speaker
097.wav,,Neutral,,Fair,,Hard to say
097.wav,Neutral,,Good,,,Similar speaker
097.wav,Happy,,Good,,,Similar speaker
097.wav,Happy,,Noisy,,,Similar speaker
097.wav,Happy,,,Bad,Hard to say,
097.wav,Happy,,Good,,,Similar speaker
097.wav,Happy,,Good,,,Same speaker
097.wav,Happy,,Fair,,,Same speaker
097.wav,Neutral,,Good,,,Same speaker
097.wav,Happy,,Noisy,,,Similar speaker
098.wav,Neutral,,Good,,,Same speaker
098.wav,Neutral,,,Good,Same speaker,
098.wav,Neutral,,,Fair,Same speaker,
098.wav,Angry,,Good,,,Same speaker
098.wav,Neutral,,Good,,,Hard to say
098.wav,,Sad,Fair,,,Similar speaker
098.wav,Sad,,Good,,,Different speakers
098.wav,Neutral,,Fair,,,Same speaker
098.wav,Sad,,,Bad,Same speaker,
098.wav,,Happy,,Good,,Same speaker
099.wav,,Neutral,Good,,,Similar speaker
099.wav,Neutral,,Good,,,Hard to say
099.wav,Neutral,,Fair,,,Same speaker
099.wav,,Neutral,Bad,,,Same speaker
099.wav,Neutral,,Good,,,Same speaker
099.wav,Neutral,,Good,,,Same speaker
099.wav,,Happy,,Good,,Same speaker
099.wav,Sad,,Bad,,,Same speaker
099.wav,Happy,,Excellent,,,Similar speaker
099.wav,Sad,,Good,,,Similar speaker
100.wav,,Happy,,Noisy,,Same speaker
100.wav,Happy,,,Fair,Similar speaker,
100.wav,Sad,,Fair,,,Similar speaker
100.wav,Sad,,Fair,,,Same speaker
100.wav,,Neutral,,Bad,,Similar speaker
100.wav,Happy,,Good,,,Similar speaker
100.wav,Neutral,,Excellent,,,Same speaker
100.wav,Happy,,,Good,Same speaker,
100.wav,Happy,,Good,,,Same speaker
100.wav,Neutral,,,Fair,Same speaker,
101.wav,,Neutral,,Fair,,Same speaker
101.wav,Happy,,Fair,,,Similar speaker
101.wav,Neutral,,,Fair,Same speaker,
101.wav,Neutral,,Noisy,,,Similar speaker
101.wav,Neutral,,Fair,,,Same speaker
101.wav,Neutral,,Good,,,Same speaker
101.wav,Happy,,Fair,,,Similar speaker
101.wav,Sad,,Bad,,,Same speaker
101.wav,Happy,,Fair,,,Similar speaker
101.wav,Neutral,,Fair,,,Different speakers
102.wav,Sad,,Bad,,,Similar speaker
102.wav,Happy,,Good,,,Hard to say
102.wav,Neutral,,,Good,Same speaker,
102.wav,,Happy,Fair,,,Similar speaker
102.wav,,Neutral,,Fair,,Same speaker
102.wav,,Happy,,Fair,,Same speaker
102.wav,,Neutral,,Noisy,,Similar speaker
102.wav,Neutral,,,Fair,Same speaker,
102.wav,Neutral,,Good,,,Same speaker
102.wav,Neutral,,Good,,,Same speaker
103.wav,Neutral,,,Fair,Same speaker,
103.wav,Neutral,,Fair,,,Hard to say
103.wav,Neutral,,Excellent,,,Similar speaker
103.wav,Neutral,,,Bad,Hard to say,
103.wav,Happy,,Excellent,,,Similar speaker
103.wav,Neutral,,Bad,,,Hard to say
103.wav,Happy,,Fair,,,Hard to say
103.wav,Sad,,Bad,,,Same speaker
103.wav,Neutral,,Good,,,Same speaker
103.wav,Neutral,,Good,,,Different speakers
104.wav,Neutral,,Excellent,,,Same speaker
104.wav,Angry,,Fair,,,Similar speaker
104.wav,Angry,,Good,,,Same speaker
104.wav,Neutral,,,Fair,Hard to say,
104.wav,,Happy,Fair,,,Hard to say
104.wav,Neutral,,Fair,,,Same speaker
104.wav,Neutral,,Fair,,,Same speaker
104.wav,,Happy,,Good,,Same speaker
104.wav,,Neutral,,Bad,,Hard to say
104.wav,Neutral,,Noisy,,,Similar speaker
105.wav,Sad,,Noisy,,,Hard to say
105.wav,Neutral,,,Fair,Same speaker,
105.wav,Neutral,,Bad,,,Different speakers
105.wav,Happy,,Good,,,Same speaker
105.wav,Happy,,Fair,,,Same speaker
105.wav,Neutral,,,Noisy,Same speaker,
105.wav,,Angry,Bad,,,Same speaker
105.wav,,Angry,,Fair,,Same speaker
105.wav,Neutral,,Good,,,Different speakers
105.wav,Neutral,,,Noisy,Hard to say,
106.wav,Happy,,Excellent,,,Same speaker
106.wav,,Neutral,Bad,,,Hard to say
106.wav,Neutral,,,Fair,Same speaker,
106.wav,Angry,,,Noisy,Hard to say,
106.wav,,Happy,,Bad,,Hard to say
106.wav,Neutral,,,Fair,Same speaker,
106.wav,Happy,,Bad,,,Different speakers
106.wav,Neutral,,Bad,,,Same speaker
106.wav,Neutral,,Fair,,,Similar speaker
106.wav,Neutral,,Fair,,,Same speaker
107.wav,Neutral,,Good,,,Same speaker
107.wav,Neutral,,Fair,,,Same speaker
107.wav,Happy,,Fair,,,Similar speaker
107.wav,,Neutral,Fair,,Same speaker,
107.wav,Neutral,,Fair,,,Same speaker
107.wav,Happy,,Fair,,,Similar speaker
107.wav,,Neutral,,Good,,Same speaker
107.wav,Neutral,,Good,,,Same speaker
107.wav,Neutral,,Good,,,Hard to say
107.wav,Neutral,,,Bad,Same speaker,
108.wav,,Happy,,Good,,Same speaker
108.wav,Neutral,,Fair,,,Same speaker
108.wav,Neutral,,,Good,Same speaker,
108.wav,Neutral,,Fair,,,Same speaker
108.wav,Happy,,Fair,,,Hard to say
108.wav,Neutral,,,Good,Same speaker,
108.wav,Happy,,Fair,,,Similar speaker
108.wav,Sad,,Bad,,,Similar speaker
108.wav,Happy,,Noisy,,,Different speakers
108.wav,,Sad,,Good,,Same speaker
109.wav,Happy,,Bad,,,Similar speaker
109.wav,Angry,,Bad,,,Same speaker
109.wav,Happy,,Fair,,,Same speaker
109.wav,,Angry,,Noisy,,Same speaker
109.wav,Angry,,Good,,,Similar speaker
109.wav,Angry,,Noisy,,,Different speakers
109.wav,Sad,,Noisy,,,Same speaker
109.wav,Happy,,Noisy,,,Hard to say
109.wav,,Happy,,Noisy,,Similar speaker
109.wav,Angry,,Good,,,Same speaker
110.wav,Happy,,Fair,,,Similar speaker
110.wav,Angry,,Noisy,,,Same speaker
110.wav,Happy,,Noisy,,,Same speaker
110.wav,Sad,,Good,,,Similar speaker
110.wav,Happy,,Good,,,Same speaker
110.wav,Happy,,,Fair,Similar speaker,
110.wav,Happy,,Fair,,,Similar speaker
110.wav,,Angry,,,,Same speaker
110.wav,Happy,,Good,,,Similar speaker
110.wav,Neutral,,Fair,,,Same speaker
111.wav,Neutral,,,Good,Same speaker,
111.wav,,Neutral,Good,,,Hard to say
111.wav,Happy,,Fair,,,Same speaker
111.wav,Neutral,,Fair,,,Same speaker
111.wav,Neutral,,Good,,,Same speaker
111.wav,Sad,,Bad,,,Same speaker
111.wav,Sad,,Bad,,,Same speaker
111.wav,Happy,,Bad,,,Different speakers
111.wav,Neutral,,Noisy,,,Different speakers
111.wav,Angry,,Good,,,Similar speaker
112.wav,Neutral,,Good,,,Hard to say
112.wav,Sad,,Noisy,,,Same speaker
112.wav,Happy,,Fair,,,Same speaker
112.wav,Happy,,Good,,,Similar speaker
112.wav,Sad,,Fair,,,Same speaker
112.wav,,Neutral,,Fair,,Same speaker
112.wav,Happy,,Noisy,,,Similar speaker
112.wav,Happy,,Good,,,Hard to say
112.wav,Happy,,,Good,Same speaker,
112.wav,Neutral,,Bad,,,Same speaker
113.wav,Happy,,Fair,,,Different speakers
113.wav,Neutral,,Good,,,Similar speaker
113.wav,Neutral,,,Bad,Same speaker,
113.wav,Neutral,,Fair,,,Similar speaker
113.wav,Neutral,,Bad,,,Different speakers
113.wav,Neutral,,,Bad,Hard to say,
113.wav,,Neutral,,Fair,,Same speaker
113.wav,Neutral,,Bad,,,Same speaker
113.wav,Happy,,Good,,,Same speaker
113.wav,,Neutral,,Bad,,Same speaker
114.wav,Happy,,Noisy,,,Same speaker
114.wav,,Happy,,Excellent,,Same speaker
114.wav,Happy,,,Bad,Different speakers,
114.wav,Happy,,Good,,,Same speaker
114.wav,Happy,,Noisy,,,Hard to say
114.wav,Sad,,Fair,,,Same speaker
114.wav,Angry,,Good,,,Same speaker
114.wav,Happy,,,Noisy,,Similar speaker
114.wav,Happy,,,Good,Same speaker,
114.wav,Happy,,Good,,,Same speaker
115.wav,Happy,,Excellent,,,Same speaker
115.wav,Happy,,Good,,,Same speaker
115.wav,Happy,,,Bad,Hard to say,
115.wav,Neutral,,Good,,,Same speaker
115.wav,,Happy,Good,,,Different speakers
115.wav,,Happy,,Good,,Same speaker
115.wav,Happy,,,Excellent,Same speaker,
115.wav,Neutral,,Noisy,,,Different speakers
115.wav,Happy,,Noisy,,,Different speakers
115.wav,Happy,,Good,,,Hard to say
116.wav,Happy,,Bad,,,Different speakers
116.wav,Happy,,,Noisy,Same speaker,
116.wav,Happy,,Good,,,Same speaker
116.wav,Sad,,Good,,,Similar speaker
116.wav,Angry,,Bad,,,Similar speaker
116.wav,,Happy,,Noisy,,Same speaker
116.wav,Happy,,,Fair,Same speaker,
116.wav,,Angry,,Good,,Same speaker
116.wav,Neutral,,Good,,,Similar speaker
116.wav,Happy,,Good,,,Same speaker
117.wav,Neutral,,,Fair,Same speaker,
117.wav,Sad,,Good,,,Similar speaker
117.wav,Neutral,,Good,,,Same speaker
117.wav,Neutral,,,Excellent,Same speaker,
117.wav,Neutral,,Noisy,,,Different speakers
117.wav,Happy,,Good,,,Hard to say
117.wav,,Angry,,Fair,,Same speaker
117.wav,Neutral,,,Good,Same speaker,
117.wav,Happy,,Good,,,Similar speaker
117.wav,,Happy,,Good,,Same speaker
118.wav,Neutral,,Good,,,Hard to say
118.wav,,Happy,,Bad,,Same speaker
118.wav,Happy,,Noisy,,,Hard to say
118.wav,Happy,,Good,,,Similar speaker
118.wav,Happy,,Bad,,,Hard to say
118.wav,Neutral,,Fair,,,Same speaker
118.wav,Happy,,,Good,Same speaker,
118.wav,Happy,,Fair,,,Same speaker
118.wav,Neutral,,,Fair,Same speaker,
118.wav,Happy,,Good,,,Hard to say
119.wav,Neutral,,Fair,,,Similar speaker
119.wav,Neutral,,Good,,,Same speaker
119.wav,Happy,,Fair,,,Hard to say
119.wav,Neutral,,Bad,,,Same speaker
119.wav,,Neutral,,,,Same speaker
119.wav,Happy,,Fair,,,Different speakers
119.wav,Neutral,,Fair,,,Same speaker
119.wav,Neutral,,Noisy,,,Different speakers
119.wav,Happy,,,Good,Same speaker,
119.wav,Neutral,,Noisy,,,Same speaker
120.wav,Happy,,Fair,,,Similar speaker
120.wav,,Happy,,Fair,,Same speaker
120.wav,Angry,,Good,,,Same speaker
120.wav,Happy,,Good,,,Hard to say
120.wav,Happy,,Good,,,Same speaker
120.wav,,Neutral,Noisy,,,Similar speaker
120.wav,Angry,,Bad,,,Similar speaker
120.wav,Neutral,,,Good,Same speaker,
120.wav,Angry,,Fair,,,Same speaker
120.wav,Happy,,Good,,,Hard to say
121.wav,Neutral,,Good,,,Same speaker
121.wav,Happy,,,Fair,Same speaker,
121.wav,Happy,,Good,,,Hard to say
121.wav,,Happy,,Good,,Same speaker
121.wav,Happy,,,Fair,Hard to say,
121.wav,Neutral,,Good,,,Similar speaker
121.wav,Sad,,Noisy,,,Hard to say
121.wav,Sad,,Bad,,,Same speaker
121.wav,Happy,,Noisy,,,Different speakers
121.wav,,Happy,,Fair,,Same speaker
122.wav,Neutral,,,Bad,Same speaker,
122.wav,Sad,,Fair,,,Different speakers
122.wav,Happy,,Fair,,,Similar speaker
122.wav,,Angry,,,,Same speaker
122.wav,,Angry,,Bad,,Same speaker
122.wav,Happy,,Good,,,Similar speaker
122.wav,Angry,,Bad,,,Same speaker
122.wav,Happy,,Bad,,,Hard to say
122.wav,Happy,,Noisy,,,Hard to say
122.wav,Neutral,,Bad,,,Same speaker
123.wav,Angry,,Noisy,,,Hard to say
123.wav,Happy,,Noisy,,,Hard to say
123.wav,Neutral,,Good,,,Same speaker
123.wav,Happy,,Good,,,Similar speaker
123.wav,Neutral,,Bad,,,Similar speaker
123.wav,,Angry,,Noisy,,Same speaker
123.wav,Sad,,Bad,,,Same speaker
123.wav,,Neutral,Bad,,,Similar speaker
123.wav,Neutral,,,Bad,Same speaker,
123.wav,,Neutral,,Noisy,,Hard to say
124.wav,,Angry,,Bad,,Same speaker
